,grav_x,grav_y,grav_z,linear_x,linear_y,linear_z,gyro_x,gyro_y,gyro_z
170,-2.012207508,6.704958439,6.867668629,-2.671929121,6.519710541,4.985027313,0.05803219974,-0.04016438872,0.06360634416
171,-2.008390665,6.71238184,6.86152935,-2.425326347,6.431125164,4.891354084,0.02871066704,-0.07498370856,0.07765624672
172,-2.000828743,6.717802525,6.858430862,-2.817975283,6.596324921,5.068824291,-0.02138028294,-0.1262963861,0.09231700748
173,-1.987950206,6.719621181,6.8604002,-2.997540474,6.85250473,4.99699831,-0.08063421398,-0.1904372424,0.09476047009
174,-1.970234632,6.717134953,6.867940426,-2.944868088,6.804620743,5.006575108,-0.1240056455,-0.2087631971,0.1124755666
175,-1.950035334,6.711968899,6.878743649,-2.782062292,6.658574104,5.013757706,-0.1576032341,-0.1232420653,0.1527926624
176,-1.932945967,6.705210209,6.890150547,-2.681505919,6.490980148,5.109525681,-0.2113593817,-0.08964447677,0.1955532432
177,-1.915060759,6.695334435,6.904729366,-2.561795712,6.380846977,5.222053051,-0.3066543639,-0.1159116775,0.2236530334
178,-1.893170714,6.679112434,6.926445961,-2.509123325,6.328174591,5.399224281,-0.350025773,-0.1183551401,0.2328160107
179,-1.870168805,6.659705639,6.951340199,-2.561795712,6.275501728,5.636250019,-0.3787364662,-0.114079088,0.2425898612
180,-1.846593857,6.638161659,6.978191853,-2.595314741,6.206069946,5.983409405,-0.3878994286,-0.1067487001,0.2584723532
181,-1.822474957,6.616096497,7.00543642,-2.612074137,6.127061367,6.378452778,-0.3640756905,-0.09514226019,0.2822960913
182,-1.797880173,6.596078873,7.030627251,-2.537853718,6.007351398,6.481403351,-0.295047909,-0.06093380973,0.3085633218
183,-1.7745049,6.581419468,7.050270557,-2.461239338,5.92355442,6.366481781,-0.1844813079,-0.01267545391,0.3311653137
184,-1.753526092,6.574943066,7.061560154,-2.303221941,5.892429829,5.729623795,-0.06780604273,0.006261368748,0.3336087763
185,-1.733928084,6.576576233,7.064875603,-2.446874142,6.110301971,5.032911301,0.01649336144,-0.01878410578,0.3085633218
186,-1.713524461,6.583435059,7.063466549,-2.760514498,6.383241177,4.913201332,-0.007941247895,-0.1073595658,0.238313809
187,-1.690434098,6.587004185,7.065704346,-2.990357876,6.309020519,5.121496677,-0.1545489132,-0.2148718536,0.1778381467
188,-1.663533092,6.579044819,7.079487324,-2.918531895,5.913977623,5.30345583,-0.4257730842,-0.2484694421,0.1979966909
189,-1.632906079,6.552092552,7.111537933,-2.758120298,5.384859085,5.538087845,-0.5729916096,-0.1647808999,0.2627484202
